City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
302,cruz alta,0,AR,1518557359,61,-33.01,-61.81,78.88,7.07
303,fortuna,0,ES,1518555600,87,38.18,-1.13,51.8,4.7
304,betulia,40,CO,1518555600,57,6.11,-75.98,77.0,17.22
305,sioux lookout,90,CA,1518555720,67,50.1,-91.92,21.2,19.46
306,vanimo,88,PG,1518557361,100,-2.67,141.3,79.91,14.45
307,anadyr,75,RU,1518555600,92,64.73,177.51,28.4,29.08
308,novoagansk,64,RU,1518557362,47,61.94,76.66,-15.72,2.71
309,druzhba,76,UA,1518557362,74,49.36,25.65,19.66,5.28
310,abha,0,SA,1518555600,48,18.22,42.5,62.6,3.36
311,egvekinot,88,RU,1518557362,81,66.32,-179.17,13.76,6.85
312,ati,8,TD,1518557363,24,13.21,18.34,81.53,12.21
313,bowmore,75,US,1518556500,65,34.94,-79.3,48.2,5.82
314,sydney,75,AU,1518555600,78,-33.85,151.22,77.0,8.05
315,beloha,76,MG,1518557363,96,-25.17,45.06,70.87,7.4
316,morros,75,BR,1518555600,78,-2.87,-44.04,80.6,10.29
317,inuvik,5,CA,1518555600,61,68.36,-133.71,-22.01,3.36
318,chadiza,0,ZM,1518557364,84,-14.06,32.43,65.92,5.95
319,luderitz,0,NA,1518555600,73,-26.65,15.16,69.8,2.24
320,kampot,0,KH,1518557365,72,10.62,104.18,67.49,5.95
321,kahului,1,US,1518555360,61,20.89,-156.47,80.6,10.29
322,waipawa,44,NZ,1518557365,78,-39.94,176.59,72.85,3.94
323,ahuimanu,75,US,1518556200,100,21.44,-157.84,77.0,4.7
324,olivenza,90,ES,1518552000,62,38.68,-7.1,53.6,2.24
325,burla,36,RU,1518557366,80,53.34,78.33,4.13,13.0
326,los llanos de aridane,20,ES,1518555600,72,28.66,-17.92,60.8,8.05
327,college,90,US,1518555480,86,64.86,-147.8,28.4,17.22
328,mahdalynivka,90,UA,1518555600,92,48.92,34.92,23.0,4.47
329,carauari,92,BR,1518557368,100,-4.88,-66.9,74.92,2.71
330,abu samrah,8,SY,1518557368,84,35.3,37.18,49.54,13.22
331,narkanda,8,IN,1518557368,62,31.25,77.46,29.65,2.04
332,narsaq,36,GL,1518555000,59,60.91,-46.05,3.2,4.7
333,kumukh,80,RU,1518557369,76,42.17,47.12,18.58,1.7
334,pangnirtung,20,CA,1518555600,58,66.15,-65.72,-40.01,2.48
335,fonte boa,76,BR,1518557371,81,-2.51,-66.09,82.34,3.71
336,nago,0,IT,1518555000,80,45.88,10.89,33.8,4.7
337,taltal,0,CL,1518557371,62,-25.41,-70.49,72.31,4.94
338,konjic,75,BA,1518555600,96,43.65,17.96,39.2,6.93
339,lahaina,75,US,1518555360,69,20.87,-156.68,80.6,4.7
340,araouane,0,ML,1518557372,30,18.9,-3.53,56.83,6.62
341,teguldet,24,RU,1518557372,73,57.31,88.17,-10.72,4.83
342,tougan,0,BF,1518557373,29,13.07,-3.07,69.74,7.74
343,hun,0,BE,1518556800,59,50.34,4.87,33.8,9.17
344,esperance,20,TT,1518555600,61,10.24,-61.45,82.4,12.75
345,preobrazheniye,0,RU,1518557373,61,42.9,133.91,-8.16,2.04
346,lebanon,1,US,1518555360,36,43.64,-72.25,30.2,2.93
347,lorengau,88,PG,1518557374,100,-2.02,147.27,79.33,12.44
348,dingle,92,PH,1518557374,97,11.0,122.67,74.69,15.12
349,aden,0,YE,1518557375,97,12.79,45.03,76.76,18.03
350,kraslava,88,LV,1518557375,94,55.9,27.16,23.71,7.52
351,fare,100,PF,1518557375,100,-16.7,-151.02,79.24,31.0
352,sinnamary,92,GF,1518557376,100,5.38,-52.96,77.17,8.19
353,tessalit,0,ML,1518557376,30,20.2,1.01,55.79,7.63
354,padang,88,ID,1518557377,100,-0.92,100.36,82.16,2.59
355,ferme-neuve,32,CA,1518557377,48,46.7,-75.45,17.59,8.52
356,zyryanka,80,RU,1518557377,66,65.73,150.89,-8.92,10.54
357,creel,92,MX,1518557378,30,27.75,-107.63,54.04,5.95
358,sawtell,40,AU,1518553800,83,-30.38,153.1,80.6,6.93
359,tanete,32,ID,1518557379,90,-3.94,119.78,76.49,8.19
360,mogadishu,76,SO,1518557296,98,2.04,45.34,78.61,13.33
361,den helder,0,NL,1518555300,74,52.96,4.76,41.0,8.05
362,komsomolskiy,68,RU,1518557379,84,67.55,63.78,12.82,6.85
363,kohat,40,PK,1518555600,76,33.6,71.44,48.2,4.7
364,quballat,40,TN,1518555600,70,36.54,9.66,46.4,6.93
365,parabel,0,RU,1518557380,60,58.71,81.5,-12.52,2.93
366,norfolk,90,US,1518556500,86,36.85,-76.29,42.8,13.87
367,paamiut,44,GL,1518557381,100,61.99,-49.67,13.04,41.85
